customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,AvgMonthlySpend,Contract_Month-to-month,Contract_One year,Contract_Two year,InternetService_DSL,InternetService_Fiber optic,InternetService_No
0969-RGKCU,Male,0,1,1,37,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Credit card (automatic),19.8,677.05,0,37-48,18.29859919297515,False,True,False,False,False,True
0378-CJKPV,Female,0,1,0,72,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Credit card (automatic),112.1,7965.95,0,,110.63804078049891,False,False,True,False,True,False
4706-AXVKM,Female,1,0,0,11,1,Yes,No,No,No,No,No,Yes,1,Credit card (automatic),84.8,906.85,1,0-12,82.44015963491242,True,False,False,False,True,False
5889-JTMUL,Female,1,1,0,50,1,Yes,No,Yes,Yes,No,Yes,No,1,Electronic check,95.05,4888.7,1,49-60,97.77380445239109,True,False,False,False,True,False
9026-RNUJS,Male,1,0,0,5,1,No,No,No,Yes,No,No,No,0,Electronic check,50.35,237.25,1,0-12,47.449051018979624,True,False,False,True,False,False
3746-EUBYR,Male,0,1,0,1,1,Yes,No,No,No,No,No,No,1,Bank transfer (automatic),74.6,74.6,1,0-12,74.5925407459254,True,False,False,False,True,False
2332-EFBJY,Male,0,0,0,16,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Mailed check,19.7,342.4,1,13-24,21.39986625083593,True,False,False,False,False,True
2880-FPNAE,Male,1,1,0,2,1,No,No,No,Yes,No,No,No,1,Electronic check,74.2,140.1,0,0-12,70.04649767511623,True,False,False,False,True,False
1703-MGIAB,Female,0,0,0,17,1,Yes,No,No,Yes,Yes,Yes,No,1,Mailed check,69.0,1108.0,0,13-24,65.17608719948706,True,False,False,True,False,False
4311-QTTAI,Female,0,0,0,16,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Credit card (automatic),19.35,295.55,0,13-24,18.471759551502803,False,True,False,False,False,True
9474-PHLYD,Female,0,0,0,15,1,No,No,No,Yes,No,No,Yes,1,Electronic check,59.45,892.65,1,13-24,59.50960326931154,True,False,False,True,False,False
4318-RAJVY,Female,0,0,0,10,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Mailed check,19.8,198.25,0,0-12,19.82480175198248,False,True,False,False,False,True
2165-VOEGB,Female,0,0,1,46,1,No,Yes,Yes,No,Yes,Yes,Yes,1,Bank transfer (automatic),105.2,4822.85,1,37-48,104.84433729491893,False,True,False,False,True,False
3612-YUNGG,Male,0,1,1,64,1,Yes,No,Yes,Yes,Yes,Yes,Yes,1,Credit card (automatic),109.2,6741.15,0,61-72,105.33030417139972,False,False,True,False,True,False
2254-DLXRI,Female,0,0,0,1,1,Yes,No,Yes,No,No,No,No,1,Mailed check,79.15,79.15,0,0-12,79.14208579142087,True,False,False,False,True,False
5062-CJJKH,Male,0,1,1,25,1,No,No,Yes,Yes,No,No,No,0,Mailed check,53.65,1355.45,0,25-36,54.21778312886749,False,True,False,True,False,False
9028-LIHRP,Male,0,1,1,71,1,No,Yes,Yes,Yes,Yes,Yes,No,0,Credit card (automatic),100.2,7209.0,0,61-72,101.53506826046723,False,False,True,False,True,False
2219-MVUSO,Male,0,0,0,8,1,No,No,No,No,No,No,No,1,Mailed check,45.15,438.4,1,0-12,54.799315008562395,True,False,False,True,False,False
1053-MXTTK,Female,0,1,1,72,1,No,Yes,Yes,Yes,Yes,Yes,Yes,1,Bank transfer (automatic),108.65,7726.35,0,,107.3102676246283,False,False,True,False,True,False
1530-ZTDOZ,Female,0,1,0,49,0,No phone service,Yes,No,No,No,Yes,No,0,Bank transfer (automatic),40.65,2070.75,0,49-60,42.26011783649421,True,False,False,True,False,False
1301-LOPVR,Male,0,1,1,29,0,No phone service,Yes,Yes,Yes,Yes,No,Yes,1,Credit card (automatic),55.35,1636.95,0,25-36,56.44635708152731,False,True,False,True,False,False
0853-TWRVK,Male,0,1,0,72,1,Yes,Yes,Yes,Yes,Yes,No,Yes,0,Bank transfer (automatic),105.6,7581.5,0,,105.29846486324324,False,False,True,False,True,False
8914-RBTSB,Male,0,1,0,31,1,Yes,No,Yes,Yes,No,Yes,No,0,Electronic check,93.8,3019.5,1,25-36,97.40291160351096,True,False,False,False,True,False
6212-ATMLK,Female,0,0,0,50,1,Yes,No,No,No,No,Yes,Yes,1,Electronic check,95.7,4729.75,0,49-60,94.59481081037838,True,False,False,False,True,False
8200-LGKSR,Male,0,1,0,71,1,Yes,Yes,No,Yes,Yes,Yes,Yes,0,Electronic check,83.2,6126.1,0,61-72,86.28297706622949,False,False,True,True,False,False
1568-BEKZM,Male,1,1,0,70,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Credit card (automatic),90.05,6333.4,0,61-72,90.47701360426628,False,False,True,True,False,False
0670-ANMUU,Male,0,0,0,71,1,Yes,Yes,No,No,Yes,No,Yes,0,Credit card (automatic),97.65,6687.85,0,61-72,94.1949377536088,False,True,False,False,True,False
6897-RWMUB,Male,0,1,1,61,1,No,Yes,Yes,Yes,Yes,No,No,1,Bank transfer (automatic),68.05,4158.25,0,61-72,68.16792103619503,False,False,True,True,False,False
0963-ZBDRN,Male,0,0,0,32,1,No,No,No,No,Yes,Yes,Yes,1,Electronic check,96.2,3183.4,1,25-36,99.48093912206524,True,False,False,False,True,False
7594-RQHXR,Female,0,0,1,1,1,No,No,No,No,No,No,Yes,1,Electronic check,79.6,79.6,1,0-12,79.5920407959204,True,False,False,False,True,False
6999-CHVCF,Male,0,0,0,68,1,Yes,Yes,Yes,Yes,No,No,Yes,1,Bank transfer (automatic),102.1,7149.35,0,61-72,105.13734538625678,False,False,True,False,True,False
6134-KWTBV,Male,0,0,0,62,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Bank transfer (automatic),23.4,1429.65,0,61-72,23.058833776074554,False,False,True,False,False,True
1077-HUUJM,Female,0,0,1,7,1,No,No,No,No,No,No,No,1,Electronic check,71.05,472.65,0,0-12,67.52046399337152,True,False,False,False,True,False
6331-EWIEB,Male,0,0,0,20,1,Yes,No,No,No,No,Yes,No,1,Electronic check,85.25,1734.5,1,13-24,86.72456637716812,True,False,False,False,True,False
0895-LNKRC,Male,0,1,1,6,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Mailed check,19.45,113.5,0,0-12,18.916351394143433,False,True,False,False,False,True
2045-BMBTJ,Female,1,0,0,33,0,No phone service,Yes,Yes,Yes,No,Yes,Yes,1,Bank transfer (automatic),59.45,1884.65,0,25-36,57.11043299868788,True,False,False,True,False,False
8417-GSODA,Male,0,1,1,28,1,Yes,No,No,No,No,Yes,Yes,0,Bank transfer (automatic),92.2,2568.15,0,25-36,91.71931528815969,False,True,False,False,True,False
5171-EPLKN,Male,0,0,0,27,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Credit card (automatic),19.85,470.0,0,25-36,17.407342935766906,False,False,True,False,False,True
4452-QIIEB,Male,0,0,0,7,1,No,No,No,No,No,No,No,0,Mailed check,43.9,278.4,0,0-12,39.77086041627977,True,False,False,True,False,False
5998-VVEJY,Male,0,0,0,26,1,Yes,No,No,No,Yes,No,No,1,Electronic check,80.5,2088.8,1,25-36,80.33815254556714,True,False,False,False,True,False
1624-NALOJ,Male,1,0,0,5,1,Yes,No,Yes,No,No,No,Yes,1,Electronic check,89.8,502.6,1,0-12,100.5179896402072,True,False,False,False,True,False
6741-EGCBI,Male,1,0,0,30,1,Yes,Yes,No,No,No,No,Yes,1,Credit card (automatic),90.5,2595.85,0,25-36,86.52804490651698,True,False,False,False,True,False
7820-ZYGNY,Male,0,0,0,63,1,Yes,No,Yes,No,No,No,Yes,0,Credit card (automatic),90.45,5825.5,0,61-72,92.46810719348063,False,True,False,False,True,False
4317-VTEOA,Male,0,0,0,1,1,No,No,Yes,No,No,No,No,1,Electronic check,50.75,50.75,1,0-12,50.74492550744925,True,False,False,True,False,False
9677-AVKED,Female,0,0,1,53,1,Yes,No,Yes,Yes,Yes,Yes,Yes,1,Electronic check,84.6,4449.75,0,49-60,83.95738875964385,False,True,False,True,False,False
1670-SVOWZ,Female,0,1,1,14,1,No,No,Yes,No,Yes,No,Yes,1,Credit card (automatic),89.65,1208.35,1,13-24,86.31009778501581,True,False,False,False,True,False
2227-JRSJX,Female,0,0,0,21,1,No,No,Yes,No,Yes,Yes,Yes,1,Bank transfer (automatic),99.15,1956.4,0,13-24,93.16146113589936,True,False,False,False,True,False
9847-HNVGP,Male,0,0,0,17,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Mailed check,19.95,310.6,0,13-24,18.270480761877874,False,True,False,False,False,True
6696-YDAYZ,Male,0,1,1,16,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Mailed check,20.5,290.55,0,13-24,18.159261504615596,False,False,True,False,False,True
8980-WQFWL,Female,0,0,0,35,1,No,No,No,Yes,No,No,Yes,1,Electronic check,62.1,2096.1,0,25-36,59.88840031885622,True,False,False,True,False,False
1730-ZMAME,Female,1,0,0,32,1,No,No,No,No,No,No,Yes,1,Electronic check,79.5,2665.0,0,25-36,83.28098974690704,True,False,False,False,True,False
6506-EYCNH,Female,0,1,1,28,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Bank transfer (automatic),19.55,543.8,0,25-36,19.421359209431394,True,False,False,False,False,True
4634-JLRJT,Female,0,0,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Mailed check,20.35,20.35,0,0-12,20.347965203479653,True,False,False,False,False,True
9501-UKKNL,Male,0,0,0,59,0,No phone service,No,No,No,Yes,Yes,Yes,1,Electronic check,51.7,3005.8,0,49-60,50.945676363260404,True,False,False,True,False,False
2560-QTSBS,Female,0,1,1,72,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Bank transfer (automatic),23.3,1623.15,0,,22.543718689279597,False,True,False,False,False,True
7541-YLXCL,Male,0,0,0,36,1,No,No,Yes,No,Yes,No,Yes,1,Mailed check,65.4,2498.4,1,37-48,69.39980722275772,False,True,False,True,False,False
4795-WRNVT,Female,0,0,0,40,1,No,Yes,Yes,No,No,Yes,No,0,Mailed check,65.1,2586.0,0,37-48,64.64983837540406,True,False,False,True,False,False
6080-TCMYC,Male,0,1,1,40,1,Yes,No,No,Yes,No,No,No,1,Electronic check,81.2,3292.3,0,37-48,82.30729423176442,True,False,False,False,True,False
0260-ZDLGK,Female,0,0,1,9,1,No,No,No,Yes,Yes,Yes,Yes,1,Mailed check,72.9,651.4,1,0-12,72.37697358918234,True,False,False,True,False,False
7860-UXCRM,Male,0,1,1,63,1,No,Yes,Yes,Yes,Yes,Yes,No,0,Credit card (automatic),74.5,4674.55,0,61-72,74.19908857287528,False,False,True,True,False,False
6357-JJPQT,Female,0,0,0,3,1,No,No,No,No,No,Yes,No,1,Electronic check,80.5,232.35,0,0-12,77.44741841938601,True,False,False,False,True,False
2292-XQWSV,Male,0,1,1,40,0,No phone service,No,Yes,Yes,Yes,Yes,Yes,0,Mailed check,60.3,2448.5,0,37-48,61.212346969132575,False,True,False,True,False,False
9552-TGUZV,Male,0,1,0,8,1,No,Yes,No,No,No,No,No,1,Mailed check,75.0,658.1,0,0-12,82.26147173160336,True,False,False,False,True,False
5913-INRQV,Male,1,1,0,34,1,No,Yes,No,No,Yes,Yes,No,0,Mailed check,90.15,3128.8,0,25-36,92.0232587551213,False,True,False,False,True,False
8722-NGNBH,Male,0,0,0,5,0,No phone service,Yes,No,Yes,Yes,No,No,0,Mailed check,40.0,223.45,1,0-12,44.68910621787564,True,False,False,True,False,False
6210-KBBPI,Male,1,0,0,9,1,Yes,No,Yes,No,No,Yes,Yes,1,Credit card (automatic),99.45,919.4,1,0-12,102.15442050643881,True,False,False,False,True,False
9643-YBLUR,Male,0,1,0,9,1,Yes,No,Yes,Yes,No,No,Yes,1,Credit card (automatic),69.05,653.95,0,0-12,72.66030377440251,True,False,False,True,False,False
8734-FNWVH,Male,0,1,1,31,1,Yes,No,No,No,No,No,Yes,0,Bank transfer (automatic),59.7,1825.5,0,25-36,58.88690681642962,True,False,False,True,False,False
9447-YPTBX,Female,0,1,0,50,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Bank transfer (automatic),19.85,943.1,0,49-60,18.861962276075445,False,True,False,False,False,True
0133-BMFZO,Female,0,0,0,2,1,No,Yes,Yes,No,Yes,No,No,1,Electronic check,86.25,181.65,1,0-12,90.82045897705115,True,False,False,False,True,False
6128-CZOMY,Female,0,0,0,1,1,No,No,No,No,No,No,No,1,Electronic check,45.65,45.65,1,0-12,45.64543545645435,True,False,False,True,False,False
9540-JYROE,Male,0,0,0,8,1,No,No,No,No,No,No,No,1,Mailed check,70.1,551.35,1,0-12,68.91788852639343,True,False,False,False,True,False
9026-LHEVG,Female,0,0,0,9,0,No phone service,No,Yes,No,No,No,Yes,0,Electronic check,40.75,359.4,0,0-12,39.932889634559615,True,False,False,True,False,False
2260-USTRB,Female,1,0,0,2,1,No,No,No,No,No,No,No,1,Bank transfer (automatic),70.2,115.95,1,0-12,57.97210139493025,True,False,False,False,True,False
3656-TKRVZ,Female,0,0,0,3,1,No,Yes,Yes,No,No,No,No,0,Electronic check,55.35,165.2,1,0-12,55.06483117229425,True,False,False,True,False,False
7011-CVEUC,Male,0,1,0,25,1,No,No,No,No,Yes,Yes,Yes,1,Credit card (automatic),95.7,2338.35,0,25-36,93.53362586549653,True,False,False,False,True,False
6185-TASNN,Male,1,0,0,1,1,No,No,No,No,No,No,No,0,Electronic check,46.3,46.3,0,0-12,46.295370462953706,True,False,False,True,False,False
7925-PNRGI,Female,0,1,1,45,1,Yes,Yes,Yes,Yes,Yes,Yes,No,0,Mailed check,81.3,3541.1,0,37-48,78.6909362423639,True,False,False,True,False,False
8623-TMRBY,Male,1,1,1,51,1,Yes,No,Yes,Yes,No,No,No,1,Electronic check,84.2,4146.05,1,49-60,81.29493863737522,True,False,False,False,True,False
1552-CZCLL,Female,0,1,1,55,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Credit card (automatic),20.0,1087.25,0,49-60,19.768145876098405,True,False,False,False,False,True
3038-PQIUY,Female,0,0,0,38,1,Yes,Yes,Yes,Yes,No,No,No,1,Bank transfer (automatic),66.15,2522.4,0,37-48,66.37877268744029,True,False,False,True,False,False
1501-SGHBW,Male,0,0,0,2,1,No,No,No,No,No,No,No,0,Mailed check,45.85,81.0,1,0-12,40.49797510124493,True,False,False,True,False,False
9313-CDOGY,Male,0,1,1,38,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Electronic check,19.6,717.3,0,37-48,18.87626611508917,True,False,False,False,False,True
8148-BPLZQ,Male,0,0,0,34,1,No,No,Yes,No,No,No,No,1,Electronic check,49.8,1734.2,0,25-36,51.00573233608136,True,False,False,True,False,False
2623-DRYAM,Female,0,1,0,70,1,Yes,No,No,Yes,No,Yes,Yes,1,Electronic check,101.75,7069.3,0,61-72,100.98985572877753,False,True,False,False,True,False
9987-LUTYD,Female,0,0,0,13,1,No,Yes,No,No,Yes,No,No,0,Mailed check,55.15,742.9,0,13-24,57.14571426373643,False,True,False,True,False,False
3208-YPIOE,Male,0,0,0,39,1,Yes,No,No,No,No,No,No,0,Electronic check,75.25,3017.65,1,37-48,77.37544262707019,True,False,False,False,True,False
4488-KQFDT,Female,0,0,0,61,1,Yes,No,Yes,Yes,No,Yes,Yes,1,Electronic check,103.95,6423.0,0,61-72,105.29490935260762,False,True,False,False,True,False
2612-RANWT,Female,0,0,0,12,1,Yes,No,No,Yes,No,Yes,Yes,1,Bank transfer (automatic),100.15,1164.3,1,13-24,97.02419146507113,True,False,False,False,True,False
5693-PIPCS,Male,0,0,0,41,1,No,No,Yes,No,Yes,Yes,Yes,1,Credit card (automatic),99.65,4220.35,0,37-48,102.93511479240294,False,False,True,False,True,False
0491-KAPQG,Male,0,0,0,21,1,Yes,No,No,No,No,No,No,1,Electronic check,73.7,1558.7,0,13-24,74.22345607878059,True,False,False,False,True,False
1925-LFCZZ,Male,1,0,0,55,0,No phone service,No,No,Yes,No,Yes,Yes,1,Bank transfer (automatic),50.05,2743.45,0,49-60,49.880818398512,False,True,False,True,False,False
8039-EQPIM,Male,0,1,0,69,0,No phone service,Yes,No,Yes,Yes,Yes,Yes,0,Bank transfer (automatic),60.25,4055.5,0,61-72,58.77527713727951,False,False,True,True,False,False
6900-PXRMS,Male,1,1,1,26,1,Yes,No,Yes,Yes,No,Yes,Yes,0,Electronic check,105.75,2710.25,1,25-36,104.23998369237042,True,False,False,False,True,False
8707-RMEZH,Female,1,1,0,69,1,No,Yes,Yes,No,No,No,Yes,0,Credit card (automatic),87.3,6055.55,0,61-72,87.76146701236665,False,True,False,False,True,False
3346-BRMIS,Female,1,1,0,18,0,No phone service,No,No,Yes,No,Yes,Yes,1,Electronic check,48.35,810.7,1,13-24,45.03863867422959,True,False,False,True,False,False
3209-ZPKFI,Male,0,1,1,47,1,Yes,No,Yes,No,No,No,No,0,Electronic check,54.25,2538.2,0,37-48,54.00414041672251,True,False,False,True,False,False
6479-VDGRK,Female,0,1,1,72,1,No,Yes,Yes,Yes,Yes,Yes,Yes,0,Bank transfer (automatic),85.3,6129.2,0,,85.1276595449173,False,False,True,True,False,False
9373-WSLOY,Male,1,1,0,33,0,No phone service,No,Yes,Yes,Yes,Yes,No,1,Electronic check,50.0,1750.85,0,25-36,53.05589983060656,True,False,False,True,False,False
2933-FILNV,Female,0,1,1,2,0,No phone service,No,No,No,No,No,No,1,Mailed check,24.4,36.55,1,0-12,18.274086295685212,True,False,False,True,False,False
3569-JFODW,Female,0,1,1,72,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Credit card (automatic),90.95,6652.45,0,,92.39501056248533,False,False,True,True,False,False
9819-FBNSV,Male,1,1,0,37,1,No,No,No,No,No,No,No,1,Bank transfer (automatic),72.25,2575.45,0,37-48,69.60656863089558,True,False,False,False,True,False
9544-PYPSJ,Female,1,1,1,62,1,Yes,No,Yes,Yes,No,No,Yes,1,Credit card (automatic),96.1,6019.35,0,61-72,97.08613373204237,True,False,False,False,True,False
1591-XWLGB,Female,0,1,0,71,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Credit card (automatic),19.85,1379.6,0,61-72,19.430958547945703,False,False,True,False,False,True
0396-UKGAI,Male,0,0,1,23,1,No,No,Yes,No,Yes,No,No,1,Bank transfer (automatic),55.3,1284.2,0,13-24,55.83453984982674,True,False,False,True,False,False
3243-ZHOHY,Female,0,0,0,16,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Mailed check,20.1,296.15,0,13-24,18.509259317129267,False,True,False,False,False,True
5186-EJEGL,Male,0,0,0,9,1,No,Yes,No,Yes,Yes,Yes,No,1,Mailed check,69.5,653.25,0,0-12,72.58252686081266,True,False,False,True,False,False
7527-QNRUS,Male,0,1,1,17,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Mailed check,25.15,412.6,0,13-24,24.270445467967836,False,False,True,False,False,True
9986-BONCE,Female,0,0,0,4,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Bank transfer (automatic),20.95,85.5,1,0-12,21.37446563835904,True,False,False,False,False,True
2722-JMONI,Female,1,1,0,1,1,No,Yes,No,No,No,No,No,1,Electronic check,49.55,49.55,1,0-12,49.54504549545045,True,False,False,True,False,False
2203-GHNWN,Female,0,1,0,24,1,Yes,No,No,Yes,No,No,No,1,Mailed check,79.65,1928.7,0,25-36,80.36216515764518,True,False,False,False,True,False
3878-AVSOQ,Female,1,0,0,1,1,No,No,No,No,No,No,No,1,Electronic check,71.25,71.25,0,0-12,71.24287571242876,True,False,False,False,True,False
3258-SYSWS,Male,1,0,0,72,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Bank transfer (automatic),113.8,7845.8,0,,108.96929309820403,False,False,True,False,True,False
5296-PSYVW,Female,0,1,0,72,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Electronic check,24.55,1750.7,0,,24.315244006605546,False,False,True,False,False,True
6319-QSUSR,Female,0,0,1,11,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Credit card (automatic),19.7,216.2,0,0-12,19.65436677848383,True,False,False,False,False,True
4083-EUGRJ,Male,0,0,0,9,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Mailed check,20.25,178.5,1,0-12,19.833112965411495,True,False,False,False,False,True
7579-OOPEC,Female,1,1,0,2,1,No,No,Yes,No,No,No,No,0,Credit card (automatic),50.15,115.1,1,0-12,57.547122643867795,True,False,False,True,False,False
0512-FLFDW,Female,1,1,0,60,1,Yes,No,No,Yes,No,Yes,Yes,1,Credit card (automatic),100.5,6029.0,0,61-72,100.48316586139022,False,True,False,False,True,False
1771-OADNZ,Male,1,1,0,29,1,Yes,No,Yes,Yes,No,No,Yes,1,Electronic check,95.9,2745.2,1,25-36,94.66174254571536,True,False,False,False,True,False
0487-CRLZF,Female,0,0,0,49,1,No,No,No,Yes,Yes,Yes,Yes,1,Bank transfer (automatic),74.45,3721.9,0,49-60,75.95698784288194,False,False,True,True,False,False
2107-FBPTK,Female,1,0,0,30,1,Yes,No,Yes,Yes,No,Yes,Yes,1,Electronic check,104.1,3121.1,0,25-36,104.03631987893374,True,False,False,False,True,False
9451-WLYRI,Female,0,1,0,53,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Credit card (automatic),19.05,990.45,0,49-60,18.68770058924417,False,True,False,False,False,True
8219-VYBVI,Male,0,0,1,39,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Mailed check,25.0,1004.35,0,37-48,25.752498070517767,False,False,True,False,False,True
1991-VOPLL,Female,0,0,0,9,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Mailed check,19.05,157.65,0,0-12,17.516472039199567,True,False,False,False,False,True
9738-QLWTP,Male,0,0,0,39,1,No,No,No,Yes,Yes,No,No,0,Electronic check,81.9,3219.75,0,37-48,82.55748062184455,False,True,False,False,True,False
1016-DJTSV,Male,1,0,0,8,1,No,No,No,No,No,No,No,1,Electronic check,69.7,572.85,0,0-12,71.60535493306334,True,False,False,False,True,False
9419-IPPBE,Female,0,1,1,51,1,Yes,No,No,Yes,No,No,Yes,1,Electronic check,90.15,4554.85,0,49-60,89.31060919488394,False,True,False,False,True,False
0174-QRVVY,Male,0,1,1,71,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Credit card (automatic),25.35,1847.55,0,61-72,26.021794335500935,False,False,True,False,False,True
5699-BNCAS,Male,1,0,0,71,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Mailed check,24.65,1766.75,0,61-72,24.88376776934117,False,False,True,False,False,True
2900-PHPLN,Female,1,1,0,70,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Credit card (automatic),19.55,1462.05,0,61-72,20.886398733716092,False,False,True,False,False,True
0612-RTZZA,Female,1,0,0,1,0,No phone service,No,No,No,No,No,No,0,Electronic check,25.25,25.25,1,0-12,25.247475252474754,True,False,False,True,False,False
8106-GWQOK,Male,0,1,0,38,0,No phone service,Yes,Yes,No,Yes,Yes,Yes,1,Bank transfer (automatic),60.0,2193.2,0,37-48,57.715637590427384,False,False,True,True,False,False
8751-EDEKA,Female,0,1,0,28,1,No,No,Yes,Yes,No,No,Yes,0,Credit card (automatic),89.9,2433.5,0,25-36,86.91040389141467,True,False,False,False,True,False
6878-GGDWG,Female,0,1,0,32,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Bank transfer (automatic),19.4,641.15,0,25-36,20.035874887890973,True,False,False,False,False,True
4039-PIMHX,Male,1,1,0,49,1,No,No,Yes,No,No,No,No,0,Mailed check,49.8,2398.4,0,49-60,48.946838884002275,False,False,True,True,False,False
8450-LUGUK,Female,0,1,1,37,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Bank transfer (automatic),24.1,861.85,0,37-48,23.293180288701922,False,False,True,False,False,True
3604-WLABM,Female,0,0,0,10,1,No,No,No,Yes,Yes,No,No,0,Electronic check,54.25,583.0,0,0-12,58.299417005829945,True,False,False,True,False,False
0795-GMVQO,Male,0,1,0,67,1,Yes,Yes,Yes,Yes,No,Yes,Yes,0,Credit card (automatic),109.9,7332.4,0,61-72,109.43864262889159,False,True,False,False,True,False
2259-OUUSZ,Male,0,0,0,7,0,No phone service,No,No,Yes,Yes,No,No,1,Credit card (automatic),35.5,249.55,0,0-12,35.64949072156112,False,True,False,True,False,False
1142-IHLOO,Female,0,0,0,51,1,No,No,No,No,No,Yes,Yes,0,Credit card (automatic),87.55,4475.9,0,49-60,87.7625730145627,False,True,False,False,True,False
6410-LEFEN,Female,0,0,0,9,1,No,No,No,No,No,No,No,0,Electronic check,45.15,416.45,1,0-12,46.27170809213231,True,False,False,True,False,False
4633-MKHYU,Female,0,0,0,9,1,No,No,No,No,No,Yes,Yes,1,Mailed check,88.4,788.6,0,0-12,87.62124865279276,True,False,False,False,True,False
6257-RJOHI,Male,0,0,0,4,1,No,No,No,No,Yes,No,No,1,Mailed check,50.8,202.3,0,0-12,50.57373565660859,True,False,False,True,False,False
1545-JFUML,Male,0,1,0,71,1,Yes,Yes,Yes,Yes,No,Yes,No,1,Electronic check,99.0,6994.6,0,61-72,98.51535420372647,False,False,True,False,True,False
3194-ORPIK,Female,0,1,1,50,1,Yes,No,No,No,No,Yes,No,1,Bank transfer (automatic),84.4,4116.15,1,49-60,82.32283535432929,True,False,False,False,True,False
7826-VVKWT,Female,1,1,1,24,1,No,No,No,Yes,No,Yes,Yes,1,Electronic check,96.55,2263.45,0,25-36,94.31002370823454,False,False,True,False,True,False
1353-GHZOS,Male,0,1,0,22,1,No,Yes,No,No,No,Yes,No,1,Bank transfer (automatic),59.75,1374.35,0,13-24,62.47017059013368,False,True,False,True,False,False
2587-EKXTS,Male,0,0,0,44,1,Yes,Yes,Yes,Yes,No,Yes,Yes,1,Electronic check,111.5,4915.15,0,37-48,111.70770066431666,True,False,False,False,True,False
5442-BXVND,Female,0,1,1,33,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Bank transfer (automatic),24.25,838.5,0,25-36,25.40901391207905,True,False,False,False,False,True
8816-VXNZD,Female,0,0,0,1,1,Yes,No,No,No,No,No,No,1,Electronic check,75.1,75.1,1,0-12,75.09249075092491,True,False,False,False,True,False
9378-FXTIZ,Female,0,1,0,54,1,Yes,No,No,No,No,Yes,Yes,1,Credit card (automatic),70.15,3715.65,1,49-60,68.8082059107298,False,True,False,True,False,False
1723-HKXJQ,Male,0,0,0,42,1,Yes,No,Yes,No,No,Yes,Yes,1,Electronic check,101.75,4273.45,1,37-48,101.74856726531603,True,False,False,False,True,False
7825-GKXMW,Female,0,0,0,1,1,No,No,No,No,No,No,No,0,Electronic check,45.8,45.8,1,0-12,45.7954204579542,True,False,False,True,False,False
9753-OYLBX,Female,0,0,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Mailed check,20.5,20.5,0,0-12,20.497950204979503,True,False,False,False,False,True
2364-UFROM,Male,0,0,0,30,1,No,Yes,Yes,No,Yes,Yes,No,0,Electronic check,70.4,2044.75,0,25-36,68.15810613964621,False,True,False,True,False,False
